transaction_id,customer_id,transaction_date,transaction_status,coupon_name,burn_date,branch_id
1311,618,2024-07-03,subscribed,GtC-774,,3
1312,414,2023-10-17,burned,fyQ-343,2023-10-28,7
1313,342,2024-07-04,burned,Jtl-984,2024-08-25,5
1314,220,2024-06-09,burned,tsd-483,2024-07-24,9
1315,903,2023-07-17,burned,urv-127,2023-07-22,7
1316,163,2024-04-19,burned,sFG-664,2024-05-11,4
1317,951,2024-04-11,subscribed,Eyp-548,,5
1318,220,2024-03-15,subscribed,UOU-825,,5
1319,270,2023-07-17,subscribed,kcH-469,,5
1320,632,2023-11-06,subscribed,TTG-349,,10
1321,906,2024-06-28,burned,abg-175,2024-07-24,9
1322,848,2024-03-25,subscribed,qSe-149,,10
1323,400,2024-07-13,burned,XeM-556,2024-08-22,3
1324,182,2024-05-06,subscribed,uyD-234,,6
1325,991,2023-10-06,subscribed,jVx-488,,8
1326,618,2024-06-08,subscribed,GwM-010,,9
1327,729,2024-06-17,burned,HPS-735,2024-09-09,7
1328,205,2023-09-18,burned,riI-197,2023-12-15,3
1329,582,2022-09-16,subscribed,ZOc-623,,1
1330,556,2023-10-03,burned,reE-460,2023-10-24,4
1331,841,2024-02-06,subscribed,VHF-741,,6
1332,813,2024-06-09,subscribed,ZjM-929,,3
1333,228,2023-09-23,subscribed,LyA-807,,1
1334,696,2024-07-08,burned,Iua-276,2024-08-28,6
1335,619,2023-08-01,subscribed,mSt-202,,1
1336,596,2023-07-11,subscribed,SJj-569,,9
1337,850,2024-05-31,subscribed,nLQ-443,,1
1338,250,2024-06-29,burned,GVo-447,2024-08-29,6
1339,875,2023-03-16,subscribed,lNG-116,,1
1340,441,2023-12-03,burned,dex-615,2023-12-26,7
1341,533,2024-03-09,subscribed,HIJ-384,,3
1342,196,2023-12-18,burned,dUR-342,2024-02-17,6
1343,690,2024-04-29,subscribed,pMg-860,,7
1344,929,2023-06-23,subscribed,yjE-723,,1
1345,987,2022-12-27,burned,SMi-076,2023-02-08,1
1346,519,2023-09-10,burned,RMs-256,2023-12-02,5
1347,70,2023-10-26,subscribed,nyA-429,,6
1348,639,2024-06-04,burned,Uxi-811,2024-06-18,9
1349,399,2024-05-30,subscribed,kua-801,,1
1350,978,2023-11-10,subscribed,ksY-818,,4
1351,672,2024-06-22,subscribed,ZzC-159,,10
1352,760,2023-04-01,burned,eZu-539,2023-04-03,8
1353,203,2024-05-18,subscribed,EfA-503,,10
1354,148,2022-08-20,burned,dyn-598,2022-09-04,9
1355,472,2023-06-29,subscribed,xDC-309,,3
1356,655,2024-05-07,burned,ZMw-889,2024-07-19,2
1357,944,2024-01-28,burned,ZYI-048,2024-02-15,4
1358,199,2023-10-10,subscribed,Wgl-100,,2
1359,917,2024-07-02,burned,amo-704,2024-07-24,1
1360,426,2024-04-08,subscribed,gyi-629,,3
1361,666,2024-04-25,subscribed,iLa-511,,7
1362,492,2024-06-03,subscribed,zup-183,,1
1363,888,2024-06-29,subscribed,XUn-239,,2
1364,896,2023-10-27,subscribed,txQ-164,,1
1365,142,2023-07-11,burned,dcV-015,2023-08-03,8
1366,313,2024-07-01,subscribed,ffK-717,,5
1367,165,2023-07-23,burned,Ois-184,2023-08-18,8
1368,314,2023-09-11,burned,xJl-942,2023-10-18,3
1369,21,2023-09-04,subscribed,dXi-667,,7
1370,82,2024-05-28,burned,lIm-049,2024-08-10,8
1371,581,2024-01-27,subscribed,wgB-959,,6
1372,131,2023-10-29,burned,yGe-211,2023-12-21,7
1373,599,2024-01-15,burned,sSJ-194,2024-03-13,2
1374,730,2022-09-08,burned,GlC-407,2022-11-21,8
1375,933,2024-07-12,subscribed,Gni-271,,5
1376,984,2022-05-10,burned,aJb-954,2022-06-23,7
1377,305,2024-04-10,subscribed,sGN-495,,1
1378,915,2023-11-03,burned,LTU-803,2023-11-15,5
1379,371,2024-01-21,burned,emw-336,2024-02-28,1
1380,857,2024-06-04,burned,rJw-782,2024-06-04,8
1381,853,2024-05-12,burned,Iio-030,2024-05-19,4
1382,384,2022-02-28,subscribed,GMc-271,,4
1383,908,2023-06-14,subscribed,haL-668,,2
1384,445,2024-06-10,burned,cgA-405,2024-07-08,5
1385,425,2023-07-11,burned,YwC-586,2023-08-25,1
1386,161,2024-03-19,subscribed,HJT-411,,9
1387,178,2024-02-19,subscribed,Qwt-241,,5
1388,629,2024-06-27,subscribed,oBp-023,,6
1389,708,2024-02-15,subscribed,Ovl-644,,2
1390,895,2022-10-31,burned,PcU-160,2022-11-21,10
1391,490,2022-06-07,burned,XAv-546,2022-07-16,10
1392,327,2024-03-15,subscribed,ztW-570,,1
1393,598,2023-05-09,subscribed,SBZ-237,,4
1394,289,2024-04-17,subscribed,WyA-614,,7
1395,593,2024-07-02,subscribed,lXX-350,,6
1396,664,2022-11-26,subscribed,kbq-953,,10
1397,573,2022-09-21,subscribed,PYG-193,,1
1398,573,2023-01-24,burned,Xtl-251,2023-02-26,1
1399,354,2024-01-16,burned,SbH-791,2024-04-06,8
1400,28,2022-09-04,burned,hwO-308,2022-10-09,4
1401,954,2023-05-25,subscribed,Rxi-474,,5
1402,43,2023-01-20,subscribed,mhg-314,,7
1403,681,2024-07-01,subscribed,DYO-608,,8
1404,423,2024-06-15,burned,mnf-213,2024-08-24,10
1405,598,2023-08-08,subscribed,iar-149,,7
1406,177,2023-11-20,subscribed,mHP-842,,2
1407,529,2023-12-27,burned,cwk-353,2024-02-18,4
1408,610,2023-11-29,subscribed,sFN-036,,10
1409,966,2023-02-20,burned,TyI-816,2023-03-24,1
1410,494,2022-11-03,burned,yYw-333,2022-11-20,10
1411,198,2023-11-09,subscribed,UoC-437,,9
1412,610,2023-03-22,burned,ONN-498,2023-04-30,3
1413,577,2024-06-23,subscribed,GPp-721,,3
1414,842,2023-03-17,burned,soT-613,2023-06-04,10
1415,853,2024-06-15,subscribed,chq-673,,9
1416,517,2024-06-27,burned,mgm-641,2024-07-23,10
1417,514,2022-04-16,subscribed,qlF-458,,3
1418,22,2024-05-16,burned,lvd-850,2024-08-10,8
1419,112,2023-07-04,burned,MFe-158,2023-08-07,2
1420,57,2023-12-08,burned,VHa-358,2024-01-13,3
1421,66,2024-05-03,subscribed,SOp-200,,2
1422,842,2023-06-10,subscribed,gpx-178,,1
1423,98,2024-07-06,burned,ZMq-207,2024-07-06,2
1424,144,2023-10-24,subscribed,drJ-490,,8
1425,880,2023-08-14,burned,GWe-287,2023-10-20,9
1426,435,2024-04-09,subscribed,fJP-279,,2
1427,637,2024-04-02,burned,zyg-519,2024-06-24,7
1428,679,2022-04-22,subscribed,glq-636,,5
1429,86,2023-01-09,burned,sTI-293,2023-02-21,3
1430,588,2024-01-26,burned,ZEg-969,2024-03-10,9
1431,344,2024-06-30,burned,uNE-617,2024-07-14,6
1432,936,2023-09-15,burned,Lza-720,2023-09-18,1
1433,294,2024-02-10,subscribed,dCD-451,,5
1434,956,2022-10-15,burned,mLl-981,2023-01-11,7
1435,571,2023-10-11,subscribed,XJP-007,,4
1436,650,2024-06-30,subscribed,EvH-867,,8
1437,611,2023-04-24,burned,LNB-046,2023-05-20,10
1438,704,2024-01-01,subscribed,oBR-095,,5
1439,243,2023-06-02,subscribed,nog-048,,9
1440,831,2024-07-02,subscribed,Pos-578,,9
1441,561,2024-06-25,burned,FBj-047,2024-08-02,9
1442,960,2024-03-10,subscribed,MCj-852,,1
1443,32,2024-07-08,subscribed,gpP-889,,2
1444,391,2024-02-16,burned,ypl-967,2024-05-07,3
1445,277,2022-12-10,burned,fFv-069,2023-01-23,4
1446,532,2022-10-11,subscribed,CDd-428,,10
1447,154,2024-07-05,burned,sQi-944,2024-07-08,9
1448,383,2024-04-09,subscribed,UlD-382,,10
1449,68,2023-06-10,subscribed,jsP-221,,6
1450,878,2024-02-04,subscribed,jKD-424,,1
1451,884,2024-06-05,burned,JYH-501,2024-08-29,9
1452,214,2024-07-08,subscribed,sIo-072,,6
1453,655,2024-04-13,burned,qdJ-219,2024-06-21,4
1454,376,2024-01-09,burned,RMa-653,2024-02-17,4
1455,744,2024-05-09,subscribed,wdM-630,,3
1456,213,2024-04-18,burned,VRB-366,2024-06-11,7
1457,79,2022-03-09,burned,HXT-525,2022-03-28,3
1458,726,2024-07-12,burned,Tih-642,2024-08-18,2
1459,628,2023-07-11,burned,dIL-825,2023-07-12,10
1460,604,2023-12-02,burned,zsg-203,2024-02-07,8
1461,782,2024-01-14,subscribed,BPh-018,,4
1462,923,2023-08-12,burned,lAn-136,2023-10-05,8
1463,381,2023-09-09,subscribed,brr-024,,1
1464,680,2024-06-04,subscribed,xmw-733,,5
1465,58,2024-07-14,subscribed,ARt-642,,9
1466,796,2024-05-27,subscribed,HRp-099,,1
1467,26,2024-06-04,subscribed,und-851,,4
1468,881,2024-07-13,subscribed,qza-032,,6
1469,447,2024-03-21,burned,KFU-218,2024-06-04,10
1470,66,2024-05-03,burned,FKX-917,2024-07-04,8
1471,921,2024-03-08,burned,Sfj-885,2024-05-16,3
1472,760,2021-11-09,subscribed,jji-244,,5
1473,254,2024-03-19,burned,NMS-189,2024-06-11,7
1474,899,2024-03-18,burned,XFx-036,2024-04-03,1
1475,968,2024-05-18,burned,LIC-285,2024-08-12,7
1476,44,2024-05-13,subscribed,noA-888,,8
1477,97,2024-07-02,burned,Gsy-131,2024-09-26,8
1478,554,2023-09-10,subscribed,gqo-845,,9
1479,227,2022-01-25,burned,Cre-447,2022-01-27,6
1480,774,2023-09-25,subscribed,qDY-597,,6
1481,679,2022-11-18,subscribed,hAN-103,,2
1482,436,2024-02-26,subscribed,uJa-093,,3
1483,791,2022-07-20,burned,PER-098,2022-08-06,4
1484,601,2024-04-26,burned,dir-745,2024-04-28,4
1485,379,2023-10-23,subscribed,UiS-166,,8
1486,178,2023-11-09,burned,LFR-696,2023-11-30,1
1487,427,2023-04-26,subscribed,liN-372,,10
1488,915,2024-02-27,subscribed,oXU-106,,4
1489,709,2022-07-13,burned,dgF-871,2022-08-23,4
1490,307,2024-03-14,burned,kdY-368,2024-04-27,1
1491,779,2024-02-14,burned,jdH-606,2024-03-20,3
1492,504,2023-06-03,subscribed,bJn-119,,5
1493,268,2024-05-12,subscribed,pNj-323,,6
1494,586,2023-05-24,burned,vfM-389,2023-06-20,9
1495,8,2024-03-04,subscribed,lVE-897,,9
1496,920,2022-12-05,burned,jdh-257,2022-12-25,9
1497,508,2024-01-26,subscribed,hqQ-009,,1
1498,476,2023-08-05,burned,Zqb-897,2023-10-06,9
1499,297,2023-08-27,burned,NNi-636,2023-09-16,8
1500,164,2023-04-26,subscribed,rjy-037,,2
1501,485,2024-07-07,burned,qRQ-580,2024-08-18,1
1502,597,2024-06-02,burned,Kij-057,2024-07-25,1
1503,72,2024-06-18,subscribed,QDm-241,,6
1504,567,2021-12-28,burned,EgF-842,2022-01-14,9
1505,905,2024-01-02,subscribed,Kns-345,,7
1506,559,2024-07-03,burned,aVN-412,2024-09-17,5
1507,911,2024-02-05,subscribed,fvN-559,,2
1508,944,2022-10-30,burned,klZ-579,2022-12-12,1
1509,238,2023-10-11,burned,umx-037,2023-11-30,2
1510,104,2022-11-03,burned,heC-371,2023-01-04,1
1511,210,2024-04-22,burned,eIi-642,2024-04-29,3
1512,554,2022-08-03,subscribed,ZAg-113,,6
1513,828,2024-06-24,subscribed,ccM-992,,8
1514,468,2024-04-01,subscribed,DKF-024,,3
1515,454,2023-04-24,subscribed,QOq-690,,10
1516,268,2024-03-17,subscribed,IdX-864,,9
1517,386,2023-11-05,subscribed,sAu-652,,10
1518,775,2023-12-24,subscribed,cez-019,,5
1519,848,2023-01-30,burned,dVC-310,2023-02-12,7
1520,387,2023-05-17,burned,nmt-655,2023-06-15,8
1521,877,2023-11-14,burned,Iqi-589,2024-01-18,3
1522,259,2022-09-20,burned,Asd-467,2022-10-14,2
1523,283,2024-03-17,subscribed,Pzz-713,,2
1524,626,2021-10-03,subscribed,POR-448,,5
1525,875,2024-02-02,subscribed,GjV-183,,1
1526,40,2023-08-21,burned,axT-872,2023-09-21,2
1527,486,2023-04-10,subscribed,IlP-318,,9
1528,929,2023-07-06,burned,taq-081,2023-07-14,7
1529,220,2024-05-10,subscribed,Bff-987,,6
1530,129,2024-05-22,subscribed,gIR-906,,9
1531,520,2023-03-18,subscribed,rEr-305,,7
1532,613,2024-03-25,subscribed,mmM-490,,5
1533,928,2023-07-25,burned,tYu-527,2023-09-01,9
1534,892,2023-06-14,burned,rvD-866,2023-08-20,6
1535,688,2024-01-28,subscribed,BkP-895,,6
1536,619,2023-11-14,burned,xAJ-928,2023-11-23,4
1537,613,2023-02-12,subscribed,jts-663,,1
1538,260,2024-04-01,subscribed,nTE-117,,5
1539,990,2024-01-28,subscribed,DtC-134,,9
1540,966,2023-02-03,subscribed,ZEl-414,,8
1541,366,2024-04-04,burned,eqA-334,2024-04-12,8
1542,758,2022-11-04,subscribed,WrQ-195,,5
1543,787,2023-08-23,subscribed,iBk-377,,9
1544,544,2024-07-12,burned,czG-179,2024-09-11,3
1545,649,2024-01-10,subscribed,jgI-823,,3
1546,524,2024-06-24,burned,SlE-775,2024-07-04,1
1547,907,2022-02-25,subscribed,voW-823,,9
1548,814,2022-12-05,subscribed,CxC-973,,6
1549,887,2024-05-23,subscribed,TKS-888,,2
1550,16,2024-02-09,subscribed,gqZ-033,,8
1551,129,2024-06-18,subscribed,QDM-980,,9
1552,575,2021-11-02,subscribed,AXy-436,,9
1553,109,2024-01-29,burned,fxk-868,2024-04-21,2
1554,887,2024-05-29,subscribed,ZGO-281,,2
1555,533,2024-05-13,burned,OMb-814,2024-05-22,7
1556,670,2024-03-03,burned,Rai-037,2024-05-24,4
1557,269,2024-06-24,subscribed,YfG-953,,1
1558,162,2022-10-31,burned,dBY-501,2022-12-13,8
1559,260,2023-10-08,subscribed,NXJ-681,,2
1560,924,2023-11-29,burned,Frv-090,2023-12-26,3
1561,102,2024-06-22,subscribed,XZj-884,,5
1562,506,2024-05-31,burned,PKv-107,2024-06-27,3
1563,735,2024-02-13,burned,Dny-401,2024-04-18,7
1564,571,2024-04-03,subscribed,Egc-793,,7
1565,247,2022-11-19,burned,RUj-756,2023-01-23,2
1566,640,2024-03-03,subscribed,qZU-285,,7
1567,795,2023-06-08,subscribed,WnD-122,,6
1568,837,2023-04-03,subscribed,jlH-443,,10
1569,537,2022-11-18,subscribed,dYg-829,,9
1570,131,2023-11-06,subscribed,mOj-941,,9
1571,353,2023-09-27,burned,hgD-681,2023-09-28,2
1572,196,2024-05-08,burned,BKy-484,2024-05-22,7
1573,793,2024-07-04,burned,Uie-525,2024-07-16,5
1574,916,2023-04-28,subscribed,wcU-707,,6
1575,930,2024-01-27,burned,ngf-360,2024-04-10,1
1576,666,2024-07-06,burned,Rdk-551,2024-09-28,7
1577,382,2024-05-26,burned,Dxh-339,2024-06-09,6
1578,645,2024-07-04,burned,Jyz-317,2024-08-16,4
1579,227,2023-06-13,burned,ZiM-052,2023-07-26,1
1580,701,2024-06-20,subscribed,cWs-715,,9
1581,476,2023-09-11,subscribed,jIR-896,,4
1582,477,2024-04-13,burned,tae-415,2024-06-02,2
1583,265,2023-02-10,subscribed,wfv-760,,8
1584,372,2024-04-20,subscribed,trB-421,,2
1585,486,2022-01-27,burned,NOz-364,2022-02-15,5
1586,434,2022-09-19,burned,MhM-330,2022-11-12,6
1587,646,2023-10-13,subscribed,oCi-369,,8
1588,211,2023-07-10,burned,xIn-926,2023-09-09,1
1589,572,2022-09-07,subscribed,yts-437,,1
1590,940,2024-06-10,subscribed,Smu-290,,4
1591,377,2023-03-25,burned,LWn-333,2023-06-12,5
1592,395,2023-04-12,subscribed,xxC-371,,9
1593,450,2024-04-11,subscribed,aqf-774,,7
1594,943,2024-07-05,subscribed,fyf-402,,7
1595,364,2024-07-12,burned,ZvI-683,2024-10-08,8
1596,876,2023-11-24,burned,sQQ-617,2024-02-09,5
1597,457,2023-06-17,burned,iPf-971,2023-08-22,5
1598,725,2022-11-21,burned,boq-915,2022-12-06,1
1599,728,2023-10-20,subscribed,tqD-241,,9
1600,226,2024-04-08,burned,zRY-042,2024-06-08,6
1601,982,2023-08-14,burned,gnE-104,2023-10-19,9
1602,131,2024-01-19,burned,JOT-220,2024-02-25,3
1603,588,2023-06-21,burned,DPt-940,2023-06-25,5
1604,476,2023-09-10,subscribed,Kry-380,,2
1605,798,2023-08-05,subscribed,AAq-338,,10
1606,986,2023-10-15,subscribed,TFc-671,,5
1607,277,2022-12-26,burned,xid-697,2023-01-29,8
1608,156,2024-07-02,burned,STC-539,2024-07-31,2
1609,760,2023-08-24,subscribed,fce-184,,8
1610,218,2022-08-14,burned,sfQ-825,2022-10-19,4
1611,190,2023-08-23,burned,efS-732,2023-11-14,10
1612,417,2024-05-04,subscribed,jgx-938,,10
1613,981,2022-10-12,subscribed,Usy-301,,1
1614,675,2022-04-20,burned,JPG-124,2022-05-22,5
1615,692,2024-05-27,burned,CTy-249,2024-07-01,1
1616,546,2022-02-27,burned,fIx-845,2022-03-28,7
1617,41,2023-07-25,subscribed,skA-909,,8
1618,307,2022-05-13,subscribed,NbZ-231,,3
1619,943,2024-07-01,subscribed,elv-337,,3
1620,338,2023-01-08,subscribed,fEN-732,,7
1621,314,2023-07-05,burned,sEw-469,2023-08-29,4
1622,75,2024-05-13,subscribed,Xan-453,,3
1623,953,2024-02-13,subscribed,DxR-385,,8
1624,279,2023-06-21,burned,OwN-458,2023-08-04,3
1625,176,2024-06-18,burned,Brd-363,2024-09-15,7
1626,896,2024-04-27,burned,GQj-934,2024-05-04,2
1627,662,2024-06-14,subscribed,Cjv-186,,1
1628,273,2024-03-04,burned,ToC-685,2024-05-01,6
1629,837,2024-06-06,burned,Uht-059,2024-07-03,8
1630,620,2024-02-18,subscribed,wVo-033,,1
1631,651,2022-09-03,subscribed,hAN-958,,10
1632,862,2024-05-29,burned,HYZ-539,2024-08-02,9
1633,783,2023-09-26,subscribed,Bdc-001,,3
1634,859,2022-10-29,burned,DWZ-134,2022-11-20,3
1635,931,2024-06-19,burned,KWW-207,2024-07-11,4
1636,289,2024-05-29,subscribed,tvS-253,,1
1637,724,2022-06-04,burned,QtG-170,2022-07-26,9
1638,893,2023-07-24,subscribed,FpM-283,,3
1639,272,2023-12-23,subscribed,YnI-396,,10
1640,930,2023-10-17,subscribed,bpQ-898,,4
1641,66,2024-06-30,burned,HXB-824,2024-08-26,1
1642,483,2023-08-14,subscribed,eBt-052,,4
1643,936,2024-05-30,subscribed,yLH-511,,1
1644,248,2022-12-15,burned,JTY-557,2023-01-18,5
1645,156,2024-06-09,burned,SGQ-621,2024-07-13,5
1646,47,2024-03-07,burned,AHz-743,2024-03-25,7
1647,935,2023-03-04,burned,xOZ-404,2023-04-26,8
1648,454,2024-07-12,subscribed,LTx-307,,4
1649,201,2023-11-25,subscribed,pfj-038,,7
1650,660,2024-04-24,subscribed,LQC-490,,4
1651,124,2023-12-31,burned,Ssn-884,2024-01-11,3
1652,1,2022-06-09,burned,quk-137,2022-07-19,6
1653,968,2022-09-07,subscribed,Dyw-770,,4
1654,759,2023-07-15,burned,NYu-640,2023-08-24,3
1655,855,2023-07-07,burned,EWp-584,2023-08-24,9
1656,640,2024-05-21,subscribed,ZbL-441,,5
1657,191,2024-05-03,subscribed,Aqn-380,,7
1658,579,2023-01-19,burned,hoI-139,2023-02-07,6
1659,516,2023-09-29,burned,mce-530,2023-11-02,10
1660,442,2024-04-26,burned,UrU-563,2024-05-25,5
1661,921,2023-12-20,subscribed,wie-361,,7
1662,815,2023-07-01,subscribed,ukO-568,,6
1663,806,2022-11-30,subscribed,gMB-295,,10
1664,143,2024-06-24,subscribed,ElE-545,,2
1665,191,2024-05-02,subscribed,Uad-154,,3
1666,533,2023-11-25,burned,AQe-419,2024-02-16,2
1667,227,2022-11-28,burned,EeL-568,2023-01-05,3
1668,313,2024-06-25,burned,idB-529,2024-09-06,1
1669,629,2024-06-28,subscribed,ozX-800,,8
1670,949,2023-08-23,subscribed,dPg-685,,6
1671,302,2023-03-30,subscribed,Hjo-509,,2
1672,654,2023-08-16,burned,bNB-743,2023-09-12,8
1673,996,2024-05-09,subscribed,eeD-845,,6
1674,460,2024-03-12,subscribed,VBB-073,,7
1675,401,2022-08-03,burned,gaG-716,2022-10-21,1
1676,551,2023-01-27,subscribed,rVR-886,,7
1677,393,2024-07-02,burned,Tou-995,2024-09-15,3
1678,867,2024-05-20,subscribed,mlh-633,,8
1679,764,2024-05-13,subscribed,aYX-297,,6
1680,845,2023-06-25,burned,Bvk-002,2023-09-16,4
1681,207,2024-06-20,burned,QSZ-346,2024-08-14,8
1682,210,2024-04-12,burned,brm-595,2024-04-29,9
1683,115,2024-05-26,burned,HFa-009,2024-08-03,10
1684,737,2024-04-24,burned,PSz-580,2024-06-20,2
1685,646,2023-11-23,burned,txQ-669,2024-02-14,6
1686,251,2023-03-24,subscribed,whB-756,,5
1687,219,2024-02-21,subscribed,vTB-509,,5
1688,407,2024-04-24,burned,chM-202,2024-06-04,10
1689,443,2024-06-09,subscribed,bUD-573,,3
1690,603,2023-08-26,burned,ULm-903,2023-09-15,8
1691,354,2024-05-29,subscribed,Vrz-407,,8
1692,888,2024-06-11,burned,Ekv-575,2024-08-24,5
1693,558,2023-10-10,subscribed,nDI-340,,8
1694,550,2024-05-28,subscribed,mIC-567,,10
1695,142,2022-11-13,subscribed,vyy-669,,8
1696,612,2024-06-04,subscribed,Vqd-605,,3
1697,501,2023-12-01,subscribed,EZo-303,,2
1698,840,2024-04-17,burned,NMz-351,2024-06-24,9
1699,702,2024-06-23,burned,ncq-127,2024-07-17,2
1700,547,2023-10-05,burned,dZk-409,2023-11-16,9
1701,659,2023-03-17,subscribed,woU-380,,4
1702,542,2024-06-30,burned,qHP-723,2024-08-26,2
1703,846,2024-03-28,subscribed,eay-774,,10
1704,507,2023-11-26,subscribed,UzH-477,,1
1705,596,2023-06-08,subscribed,qjc-224,,4
1706,881,2023-11-23,burned,xUA-069,2023-12-02,9
1707,281,2023-09-05,subscribed,WIt-282,,9
1708,424,2024-01-01,burned,djl-617,2024-03-17,4
1709,856,2024-02-29,burned,NEN-202,2024-04-11,9
1710,270,2022-07-29,subscribed,VPI-974,,6
1711,154,2024-07-09,subscribed,KLt-055,,1
1712,614,2022-11-08,burned,MIc-473,2023-01-20,10
1713,727,2021-08-29,burned,Yhh-771,2021-09-30,6
1714,662,2024-07-13,burned,UcS-129,2024-07-19,9
1715,944,2023-02-17,burned,VRQ-934,2023-03-23,2
1716,83,2024-04-23,burned,gDW-698,2024-05-30,6
1717,622,2023-10-14,burned,smQ-132,2023-11-14,2
1718,947,2022-07-24,subscribed,hJO-290,,4
1719,899,2024-03-17,burned,mfn-332,2024-06-14,8
1720,426,2023-03-10,burned,qBh-580,2023-04-01,7
1721,275,2023-12-23,burned,ssz-986,2023-12-23,9
1722,713,2023-12-10,burned,guV-888,2024-01-27,7
1723,284,2023-09-09,subscribed,AfP-493,,1
1724,980,2024-05-22,subscribed,kjj-278,,2
1725,173,2023-12-13,burned,FIX-259,2023-12-30,6
1726,327,2024-07-04,burned,Gwa-202,2024-07-23,7
1727,718,2022-05-20,burned,tjq-326,2022-05-25,3
1728,63,2022-09-12,subscribed,naU-353,,9
1729,73,2023-02-15,subscribed,AQg-883,,7
1730,763,2023-03-04,subscribed,JQp-041,,6
1731,636,2024-03-26,subscribed,krv-678,,6
1732,375,2024-01-18,subscribed,jrF-786,,1
1733,633,2024-05-14,subscribed,Rvh-822,,5
1734,508,2023-10-01,burned,eua-990,2023-12-21,10
1735,787,2022-11-06,subscribed,VTg-965,,3
1736,943,2024-07-06,subscribed,Tok-475,,7
1737,398,2024-02-28,burned,UIP-684,2024-05-24,10
1738,120,2024-05-13,subscribed,lwd-929,,3
1739,934,2024-06-16,burned,cmJ-474,2024-07-26,5
1740,437,2024-05-07,subscribed,HND-715,,7
1741,829,2024-07-06,burned,VkU-606,2024-09-26,3
1742,676,2022-02-24,burned,jrQ-762,2022-03-06,10
1743,936,2023-12-26,burned,kqu-972,2024-02-14,2
1744,465,2024-04-11,burned,vTL-607,2024-06-16,6
1745,286,2023-08-05,burned,nHE-574,2023-10-16,8
1746,265,2023-02-17,subscribed,Dbb-695,,4
1747,320,2023-08-25,subscribed,gtP-000,,9
1748,673,2024-05-18,burned,rtI-488,2024-05-31,8
1749,376,2024-05-08,burned,ThZ-707,2024-05-11,7
1750,820,2024-07-12,burned,GVy-252,2024-09-24,7
1751,89,2023-01-12,subscribed,mGx-837,,3
1752,654,2021-11-29,burned,ApC-058,2022-02-08,6
1753,203,2022-07-06,burned,FYz-669,2022-09-08,5
1754,821,2023-01-29,burned,coK-802,2023-03-21,1
1755,739,2024-05-18,burned,qLf-067,2024-08-12,3
1756,955,2024-01-05,subscribed,NQF-712,,1
1757,334,2022-08-25,burned,TGu-173,2022-10-20,4
1758,222,2023-12-28,burned,fqb-219,2024-02-14,10
1759,41,2023-04-30,subscribed,IaC-576,,3
1760,708,2023-11-15,burned,uvR-700,2023-12-22,4
1761,68,2024-03-05,burned,lcx-108,2024-03-16,9
1762,988,2024-05-31,subscribed,Zix-550,,3
1763,776,2023-04-17,subscribed,sZl-910,,6
1764,514,2022-04-25,subscribed,QFx-286,,6
1765,873,2024-06-06,burned,WQR-311,2024-06-11,7
1766,637,2024-03-06,burned,ieN-253,2024-03-26,9
1767,622,2023-08-25,subscribed,BcT-993,,7
1768,598,2023-06-02,subscribed,JNm-660,,1
1769,937,2024-02-16,subscribed,meC-237,,8
1770,632,2024-06-06,burned,Osh-438,2024-06-20,5
1771,127,2024-05-09,burned,pmJ-043,2024-05-11,9
1772,255,2023-11-20,subscribed,rZW-172,,10
1773,695,2023-12-06,burned,SKd-790,2024-01-07,5
1774,16,2023-12-02,subscribed,wfp-920,,5
1775,477,2024-05-23,burned,hey-059,2024-06-01,2
1776,62,2022-10-06,burned,xZE-173,2022-10-28,3
1777,881,2023-12-25,burned,YEa-522,2024-02-11,10
1778,432,2024-01-25,burned,ctW-690,2024-02-06,9
1779,670,2024-03-29,subscribed,EKN-099,,7
1780,268,2024-06-03,burned,eRz-004,2024-07-12,1
1781,35,2024-07-05,burned,Kas-849,2024-07-31,3
1782,779,2024-05-18,subscribed,TqB-751,,2
1783,576,2022-07-16,burned,kiw-651,2022-09-14,1
1784,494,2022-10-25,subscribed,DOD-185,,9
1785,562,2024-07-06,subscribed,HyJ-029,,8
1786,469,2024-07-03,burned,CpW-780,2024-09-29,5
1787,767,2024-01-05,burned,uDs-364,2024-03-12,2
1788,661,2021-09-01,subscribed,VJN-120,,1
1789,325,2023-09-24,subscribed,vFX-067,,7
1790,304,2024-05-06,subscribed,oLX-924,,2
1791,276,2024-04-12,burned,QCY-898,2024-06-04,1
1792,869,2024-07-10,subscribed,qeo-570,,2
1793,963,2023-01-29,subscribed,svX-556,,7
1794,684,2024-03-30,subscribed,bby-305,,7
1795,929,2024-02-24,burned,HHF-829,2024-05-04,10
1796,201,2024-06-14,subscribed,qnU-835,,6
1797,445,2023-12-21,burned,aCK-945,2024-01-01,5
1798,905,2024-01-05,burned,Qyt-967,2024-03-03,3
1799,324,2024-05-20,subscribed,WEH-113,,3
1800,35,2024-07-13,burned,EmS-501,2024-09-02,9
1801,977,2023-02-18,subscribed,VVX-490,,4
1802,482,2024-06-23,burned,PDJ-597,2024-07-18,9
1803,728,2023-01-09,burned,brZ-189,2023-01-27,4
1804,480,2024-05-14,subscribed,FZp-827,,2
1805,65,2022-04-08,subscribed,wCl-826,,4
1806,8,2024-06-13,subscribed,hWf-606,,6
1807,301,2024-03-31,burned,tEh-351,2024-06-12,6
1808,343,2024-05-18,burned,Spt-297,2024-06-04,5
